TITLE = "Equilibrium TP Sweep: AIR5"
VARIABLES = "T [K]", "P [Pa]", "Y(N2)", "Y(O2)", "Y(NO)", "Y(N)", "Y(O)"
ZONE T="TP_Sweep", I=2000, F=BLOCK
1.53193063e-01 1.51083953e-01 1.48997975e-01 1.46935095e-01 1.44895272e-01 
1.42878459e-01 1.40884601e-01 1.38913635e-01 1.36965493e-01 1.35040099e-01 
1.33137373e-01 1.31257227e-01 1.29399566e-01 1.27564292e-01 1.25751299e-01 
1.23960479e-01 1.22191714e-01 1.20444886e-01 1.18719868e-01 1.17016531e-01 
1.15334742e-01 1.13674361e-01 1.12035247e-01 1.10417253e-01 1.08820230e-01 
1.07244025e-01 1.05688480e-01 1.04153437e-01 1.02638733e-01 1.01144202e-01 
9.96696771e-02 9.82149870e-02 9.67799593e-02 9.53644194e-02 9.39681904e-02 
9.25910937e-02 9.12329490e-02 8.98935747e-02 8.85727875e-02 8.72704030e-02 
8.59862357e-02 8.47200989e-02 8.34718054e-02 8.22411670e-02 8.10279949e-02 
7.98320999e-02 7.86532923e-02 7.74913821e-02 7.63461794e-02 7.52174937e-02 
7.41051351e-02 7.30089133e-02 7.19286385e-02 7.08641212e-02 6.98151722e-02 
6.87816027e-02 6.77632244e-02 6.67598499e-02 6.57712921e-02 6.47973650e-02 
6.38378830e-02 6.28926618e-02 6.19615178e-02 6.10442684e-02 6.01407322e-02 
5.92507286e-02 5.83740784e-02 5.75106036e-02 5.66601272e-02 5.58224737e-02 
5.49974689e-02 5.41849397e-02 5.33847147e-02 5.25966238e-02 5.18204982e-02 
5.10561708e-02 5.03034758e-02 4.95622490e-02 4.88323278e-02 4.81135511e-02 
4.74057594e-02 4.67087947e-02 4.60225008e-02 4.53467229e-02 4.46813080e-02 
4.40261047e-02 4.33809632e-02 4.27457355e-02 4.21202750e-02 4.15044371e-02 
4.08980786e-02 4.03010581e-02 3.97132359e-02 3.91344739e-02 3.85646358e-02 
3.80035868e-02 3.74511940e-02 3.69073258e-02 3.63718527e-02 3.58446467e-02 
3.53255812e-02 3.48145316e-02 3.43113747e-02 3.38159892e-02 3.33282551e-02 
3.28480543e-02 3.23752700e-02 3.19097872e-02 3.14514926e-02 3.10002741e-02 
3.05560216e-02 3.01186261e-02 2.96879805e-02 2.92639791e-02 2.88465176e-02 
2.84354934e-02 2.80308051e-02 2.76323531e-02 2.72400391e-02 2.68537661e-02 
2.64734389e-02 2.60989632e-02 2.57302465e-02 2.53671976e-02 2.50097266e-02 
2.46577450e-02 2.43111655e-02 2.39699024e-02 2.36338710e-02 2.33029880e-02 
2.29771716e-02 2.26563409e-02 2.23404165e-02 2.20293201e-02 2.17229747e-02 
2.14213044e-02 2.11242345e-02 2.08316916e-02 2.05436033e-02 2.02598984e-02 
1.99805068e-02 1.97053596e-02 1.94343888e-02 1.91675276e-02 1.89047104e-02 
1.86458723e-02 1.83909497e-02 1.81398800e-02 1.78926015e-02 1.76490536e-02 
1.74091765e-02 1.71729116e-02 1.69402010e-02 1.67109879e-02 1.64852164e-02 
1.62628315e-02 1.60437790e-02 1.58280056e-02 1.56154590e-02 1.54060877e-02 
1.51998409e-02 1.49966688e-02 1.47965223e-02 1.45993532e-02 1.44051140e-02 
1.42137579e-02 1.40252391e-02 1.38395124e-02 1.36565333e-02 1.34762581e-02 
1.32986439e-02 1.31236484e-02 1.29512300e-02 1.27813477e-02 1.26139613e-02 
1.24490313e-02 1.22865187e-02 1.21263853e-02 1.19685934e-02 1.18131059e-02 
1.16598865e-02 1.15088994e-02 1.13601092e-02 1.12134815e-02 1.10689819e-02 
1.09265772e-02 1.07862343e-02 1.06479207e-02 1.05116047e-02 1.03772548e-02 
1.02448402e-02 1.01143305e-02 9.98569603e-03 9.85890733e-03 9.73393557e-03 
9.61075238e-03 9.48932983e-03 9.36964048e-03 9.25165732e-03 9.13535380e-03 
9.02070380e-03 8.90768163e-03 8.79626203e-03 8.68642014e-03 8.57813153e-03 
8.47137215e-03 8.36611837e-03 8.26234691e-03 8.16003492e-03 8.05915988e-03 
7.95969968e-03 7.86163254e-03 7.76493706e-03 7.66959217e-03 7.57557716e-03 
7.48287166e-03 7.39145562e-03 7.30130934e-03 7.21241341e-03 7.12474876e-03 
7.03829663e-03 6.95303856e-03 6.86895640e-03 6.78603227e-03 6.70424862e-03 
6.62358815e-03 6.54403387e-03 6.46556903e-03 6.38817720e-03 6.31184218e-03 
6.23654803e-03 6.16227911e-03 6.08901998e-03 6.01675548e-03 5.94547070e-03 
5.87515095e-03 5.80578179e-03 5.73734901e-03 5.66983863e-03 5.60323690e-03 
5.53753028e-03 5.47270544e-03 5.40874930e-03 5.34564896e-03 5.28339172e-03 
5.22196511e-03 5.16135685e-03 5.10155485e-03 5.04254720e-03 4.98432222e-03 
4.92686838e-03 4.87017435e-03 4.81422897e-03 4.75902127e-03 4.70454045e-03 
4.65077588e-03 4.59771709e-03 4.54535379e-03 4.49367584e-03 4.44267328e-03 
4.39233629e-03 4.34265520e-03 4.29362051e-03 4.24522287e-03 4.19745305e-03 
4.15030199e-03 4.10376078e-03 4.05782062e-03 4.01247286e-03 3.96770901e-03 
3.92352067e-03 3.87989961e-03 3.83683769e-03 3.79432694e-03 3.75235948e-03 
3.71092757e-03 3.67002359e-03 3.62964002e-03 3.58976948e-03 3.55040469e-03 
3.51153848e-03 3.47316382e-03 3.43527374e-03 3.39786142e-03 3.36092013e-03 
3.32444323e-03 3.28842420e-03 3.25285662e-03 3.21773416e-03 3.18305059e-03 
3.14879977e-03 3.11497566e-03 3.08157232e-03 3.04858388e-03 3.01600458e-03 
2.98382874e-03 2.95205076e-03 2.92066513e-03 2.88966642e-03 2.85904930e-03 
2.82880849e-03 2.79893882e-03 2.76943518e-03 2.74029254e-03 2.71150595e-03 
2.68307053e-03 2.65498147e-03 2.62723404e-03 2.59982358e-03 2.57274551e-03 
2.54599528e-03 2.51956845e-03 2.49346064e-03 2.46766751e-03 2.44218480e-03 
2.41700832e-03 2.39213394e-03 2.36755758e-03 2.34327522e-03 2.31928293e-03 
2.29557680e-03 2.27215299e-03 2.24900772e-03 2.22613728e-03 2.20353798e-03 
2.18120622e-03 2.15913843e-03 2.13733109e-03 2.11578076e-03 2.09448402e-03 
2.07343750e-03 2.05263791e-03 2.03208197e-03 2.01176648e-03 1.99168827e-03 
1.97184421e-03 1.95223122e-03 1.93284628e-03 1.91368640e-03 1.89474863e-03 
1.87603007e-03 1.85752786e-03 1.83923918e-03 1.82116125e-03 1.80329132e-03 
1.78562671e-03 1.76816475e-03 1.75090281e-03 1.73383831e-03 1.71696870e-03 
1.70029147e-03 1.68380415e-03 1.66750428e-03 1.65138946e-03 1.63545733e-03 
1.61970553e-03 1.60413177e-03 1.58873377e-03 1.57350929e-03 1.55845612e-03 
1.54357208e-03 1.52885502e-03 1.51430283e-03 1.49991341e-03 1.48568470e-03 
1.47161469e-03 1.45770136e-03 1.44394274e-03 1.43033688e-03 1.41688186e-03 
1.40357580e-03 1.39041683e-03 1.37740309e-03 1.36453279e-03 1.35180413e-03 
1.33921534e-03 1.32676468e-03 1.31445044e-03 1.30227092e-03 1.29022446e-03 
1.27830940e-03 1.26652412e-03 1.25486702e-03 1.24333652e-03 1.23193105e-03 
1.22064909e-03 1.20948912e-03 1.19844963e-03 1.18752916e-03 1.17672625e-03 
1.16603946e-03 1.15546738e-03 1.14500860e-03 1.13466176e-03 1.12442548e-03 
1.11429844e-03 1.10427930e-03 1.09436676e-03 1.08455953e-03 1.07485635e-03 
1.06525595e-03 1.05575710e-03 1.04635859e-03 1.03705920e-03 1.02785774e-03 
1.01875306e-03 1.00974398e-03 1.00082936e-03 9.92008093e-04 9.83279051e-04 
9.74641141e-04 9.66093282e-04 9.57634406e-04 9.49263459e-04 9.40979400e-04 
9.32781204e-04 9.24667857e-04 9.16638360e-04 9.08691727e-04 9.00826984e-04 
8.93043170e-04 8.85339337e-04 8.77714548e-04 8.70167881e-04 8.62698423e-04 
8.55305274e-04 8.47987547e-04 8.40744363e-04 8.33574859e-04 8.26478179e-04 
8.19453481e-04 8.12499931e-04 8.05616709e-04 7.98803003e-04 7.92058013e-04 
7.85380948e-04 7.78771028e-04 7.72227482e-04 7.65749550e-04 7.59336482e-04 
7.52987536e-04 7.46701980e-04 7.40479092e-04 7.34318159e-04 7.28218476e-04 
7.22179347e-04 7.16200088e-04 7.10280019e-04 7.04418471e-04 6.98614784e-04 
6.92868304e-04 6.87178388e-04 6.81544400e-04 6.75965710e-04 6.70441699e-04 
6.64971753e-04 6.59555269e-04 6.54191648e-04 6.48880301e-04 6.43620644e-04 
6.38412103e-04 6.33254108e-04 6.28146100e-04 6.23087524e-04 6.18077831e-04 
6.13116483e-04 6.08202944e-04 6.03336687e-04 5.98517192e-04 5.93743943e-04 
5.89016434e-04 5.84334161e-04 5.79696629e-04 5.75103348e-04 5.70553835e-04 
5.66047612e-04 5.61584207e-04 5.57163153e-04 5.52783990e-04 5.48446263e-04 
5.44149522e-04 5.39893324e-04 5.35677230e-04 5.31500807e-04 5.27363626e-04 
5.23265265e-04 5.19205305e-04 5.15183334e-04 5.11198944e-04 5.07251732e-04 
5.03341300e-04 4.99467255e-04 4.95629208e-04 4.91826775e-04 4.88059576e-04 
4.84327237e-04 4.80629387e-04 4.76965660e-04 4.73335694e-04 4.69739133e-04 
4.66175622e-04 4.62644813e-04 4.59146362e-04 4.55679926e-04 4.52245170e-04 
4.48841761e-04 4.45469370e-04 4.42127671e-04 4.38816343e-04 4.35535070e-04 
4.32283537e-04 4.29061434e-04 4.25868455e-04 4.22704297e-04 4.19568660e-04 
4.16461250e-04 4.13381772e-04 4.10329939e-04 4.07305464e-04 4.04308065e-04 
4.01337463e-04 3.98393383e-04 3.95475551e-04 3.92583698e-04 3.89717558e-04 
3.86876867e-04 3.84061364e-04 3.81270793e-04 3.78504898e-04 3.75763430e-04 
3.73046137e-04 3.70352776e-04 3.67683103e-04 3.65036878e-04 3.62413863e-04 
3.59813823e-04 3.57236527e-04 3.54681744e-04 3.52149249e-04 3.49638816e-04 
3.47150223e-04 3.44683253e-04 3.42237686e-04 3.39813311e-04 3.37409913e-04 
3.35027284e-04 3.32665217e-04 3.30323506e-04 3.28001949e-04 3.25700345e-04 
3.23418497e-04 3.21156209e-04 3.18913286e-04 3.16689537e-04 3.14484774e-04 
3.12298807e-04 3.10131453e-04 3.07982527e-04 3.05851850e-04 3.03739240e-04 
3.01644522e-04 2.99567520e-04 2.97508061e-04 2.95465974e-04 2.93441087e-04 
2.91433235e-04 2.89442252e-04 2.87467972e-04 2.85510235e-04 2.83568879e-04 
2.81643746e-04 2.79734679e-04 2.77841522e-04 2.75964122e-04 2.74102328e-04 
2.72255988e-04 2.70424955e-04 2.68609080e-04 2.66808220e-04 2.65022229e-04 
2.63250966e-04 2.61494289e-04 2.59752060e-04 2.58024141e-04 2.56310395e-04 
2.54610688e-04 2.52924886e-04 2.51252857e-04 2.49594471e-04 2.47949599e-04 
2.46318112e-04 2.44699884e-04 2.43094791e-04 2.41502709e-04 2.39923514e-04 
2.38357087e-04 2.36803306e-04 2.35262054e-04 2.33733214e-04 2.32216668e-04 
2.30712303e-04 2.29220004e-04 2.27739660e-04 2.26271158e-04 2.24814389e-04 
2.23369244e-04 2.21935615e-04 2.20513395e-04 2.19102479e-04 2.17702762e-04 
2.16314141e-04 2.14936513e-04 2.13569778e-04 2.12213835e-04 2.10868585e-04 
2.09533930e-04 2.08209773e-04 2.06896017e-04 2.05592568e-04 2.04299331e-04 
2.03016213e-04 2.01743122e-04 2.00479968e-04 1.99226658e-04 1.97983105e-04 
1.96749220e-04 1.95524914e-04 1.94310102e-04 1.93104698e-04 1.91908616e-04 
1.90721773e-04 1.89544085e-04 1.88375471e-04 1.87215848e-04 1.86065136e-04 
1.84923255e-04 1.83790127e-04 1.82665672e-04 1.81549813e-04 1.80442475e-04 
1.79343580e-04 1.78253053e-04 1.77170821e-04 1.76096809e-04 1.75030946e-04 
1.73973157e-04 1.72923373e-04 1.71881522e-04 1.70847535e-04 1.69821341e-04 
1.68802873e-04 1.67792063e-04 1.66788842e-04 1.65793146e-04 1.64804906e-04 
1.63824059e-04 1.62850540e-04 1.61884285e-04 1.60925230e-04 1.59973312e-04 
1.59028470e-04 1.58090642e-04 1.57159767e-04 1.56235785e-04 1.55318635e-04 
1.54408260e-04 1.53504600e-04 1.52607597e-04 1.51717194e-04 1.50833335e-04 
1.49955962e-04 1.49085020e-04 1.48220454e-04 1.47362209e-04 1.46510231e-04 
1.45664467e-04 1.44824863e-04 1.43991367e-04 1.43163926e-04 1.42342490e-04 
1.41527007e-04 1.40717426e-04 1.39913698e-04 1.39115772e-04 1.38323600e-04 
1.37537133e-04 1.36756323e-04 1.35981122e-04 1.35211483e-04 1.34447358e-04 
1.33688703e-04 1.32935470e-04 1.32187614e-04 1.31445090e-04 1.30707854e-04 
1.29975861e-04 1.29249068e-04 1.28527431e-04 1.27810906e-04 1.27099453e-04 
1.26393028e-04 1.25691589e-04 1.24995096e-04 1.24303508e-04 1.23616782e-04 
1.22934881e-04 1.22257763e-04 1.21585390e-04 1.20917721e-04 1.20254720e-04 
1.19596346e-04 1.18942562e-04 1.18293331e-04 1.17648615e-04 1.17008377e-04 
1.16372580e-04 1.15741189e-04 1.15114168e-04 1.14491480e-04 1.13873091e-04 
1.13258965e-04 1.12649068e-04 1.12043366e-04 1.11441825e-04 1.10844410e-04 
1.10251089e-04 1.09661829e-04 1.09076597e-04 1.08495360e-04 1.07918087e-04 
1.07344744e-04 1.06775302e-04 1.06209728e-04 1.05647992e-04 1.05090063e-04 
1.04535910e-04 1.03985503e-04 1.03438813e-04 1.02895809e-04 1.02356463e-04 
1.01820746e-04 1.01288627e-04 1.00760080e-04 1.00235076e-04 9.97135862e-05 
9.91955834e-05 9.86810399e-05 9.81699286e-05 9.76622222e-05 9.71578941e-05 
9.66569176e-05 9.61592665e-05 9.56649147e-05 9.51738362e-05 9.46860056e-05 
9.42013973e-05 9.37199863e-05 9.32417476e-05 9.27666564e-05 9.22946883e-05 
9.18258189e-05 9.13600243e-05 9.08972805e-05 9.04375639e-05 8.99808511e-05 
8.95271188e-05 8.90763441e-05 8.86285040e-05 8.81835760e-05 8.77415377e-05 
8.73023668e-05 8.68660412e-05 8.64325393e-05 8.60018392e-05 8.55739196e-05 
8.51487592e-05 8.47263369e-05 8.43066318e-05 8.38896231e-05 8.34752904e-05 
8.30636133e-05 8.26545716e-05 8.22481453e-05 8.18443146e-05 8.14430598e-05 
8.10443614e-05 8.06482000e-05 8.02545566e-05 7.98634122e-05 7.94747478e-05 
7.90885449e-05 7.87047849e-05 7.83234496e-05 7.79445206e-05 7.75679800e-05 
7.71938099e-05 7.68219925e-05 7.64525104e-05 7.60853460e-05 7.57204821e-05 
7.53579016e-05 7.49975874e-05 7.46395228e-05 7.42836911e-05 7.39300756e-05 
7.35786600e-05 7.32294280e-05 7.28823635e-05 7.25374505e-05 7.21946730e-05 
7.18540154e-05 7.15154621e-05 7.11789976e-05 7.08446065e-05 7.05122738e-05 
7.01819841e-05 6.98537227e-05 6.95274747e-05 6.92032254e-05 6.88809602e-05 
6.85606646e-05 6.82423244e-05 6.79259252e-05 6.76114530e-05 6.72988937e-05 
6.69882336e-05 6.66794589e-05 6.63725559e-05 6.60675111e-05 6.57643112e-05 
6.54629427e-05 6.51633924e-05 6.48656474e-05 6.45696947e-05 6.42755213e-05 
6.39831145e-05 6.36924616e-05 6.34035501e-05 6.31163676e-05 6.28309016e-05 
6.25471399e-05 6.22650705e-05 6.19846811e-05 6.17059600e-05 6.14288952e-05 
6.11534749e-05 6.08796876e-05 6.06075216e-05 6.03369654e-05 6.00680078e-05 
5.98006373e-05 5.95348429e-05 5.92706134e-05 5.90079377e-05 5.87468050e-05 
5.84872044e-05 5.82291252e-05 5.79725567e-05 5.77174883e-05 5.74639096e-05 
5.72118100e-05 5.69611794e-05 5.67120074e-05 5.64642839e-05 5.62179988e-05 
5.59731421e-05 5.57297040e-05 5.54876744e-05 5.52470438e-05 5.50078023e-05 
5.47699405e-05 5.45334487e-05 5.42983175e-05 5.40645376e-05 5.38320996e-05 
5.36009942e-05 5.33712124e-05 5.31427451e-05 5.29155831e-05 5.26897177e-05 
5.24651399e-05 5.22418408e-05 5.20198119e-05 5.17990443e-05 5.15795296e-05 
5.13612591e-05 5.11442244e-05 5.09284172e-05 5.07138290e-05 5.05004516e-05 
5.02882769e-05 5.00772966e-05 4.98675027e-05 4.96588872e-05 4.94514422e-05 
4.92451596e-05 4.90400318e-05 4.88360510e-05 4.86332094e-05 4.84314994e-05 
4.82309134e-05 4.80314438e-05 4.78330833e-05 4.76358244e-05 4.74396597e-05 
4.72445819e-05 4.70505839e-05 4.68576583e-05 4.66657981e-05 4.64749962e-05 
4.62852456e-05 4.60965392e-05 4.59088703e-05 4.57222318e-05 4.55366171e-05 
4.53520193e-05 4.51684317e-05 4.49858477e-05 4.48042607e-05 4.46236641e-05 
4.44440514e-05 4.42654161e-05 4.40877518e-05 4.39110523e-05 4.37353111e-05 
4.35605219e-05 4.33866787e-05 4.32137752e-05 4.30418052e-05 4.28707628e-05 
4.27006418e-05 4.25314363e-05 4.23631403e-05 4.21957480e-05 4.20292535e-05 
4.18636509e-05 4.16989346e-05 4.15350987e-05 4.13721376e-05 4.12100457e-05 
4.10488174e-05 4.08884471e-05 4.07289292e-05 4.05702584e-05 4.04124292e-05 
4.02554362e-05 4.00992741e-05 3.99439374e-05 3.97894210e-05 3.96357197e-05 
3.94828282e-05 3.93307413e-05 3.91794540e-05 3.90289612e-05 3.88792578e-05 
3.87303388e-05 3.85821993e-05 3.84348343e-05 3.82882388e-05 3.81424082e-05 
3.79973374e-05 3.78530218e-05 3.77094566e-05 3.75666370e-05 3.74245583e-05 
3.72832160e-05 3.71426054e-05 3.70027218e-05 3.68635609e-05 3.67251179e-05 
3.65873885e-05 3.64503681e-05 3.63140525e-05 3.61784371e-05 3.60435176e-05 
3.59092897e-05 3.57757491e-05 3.56428915e-05 3.55107127e-05 3.53792084e-05 
3.52483746e-05 3.51182070e-05 3.49887016e-05 3.48598543e-05 3.47316609e-05 
3.46041175e-05 3.44772201e-05 3.43509648e-05 3.42253474e-05 3.41003643e-05 
3.39760114e-05 3.38522849e-05 3.37291810e-05 3.36066958e-05 3.34848257e-05 
3.33635668e-05 3.32429154e-05 3.31228679e-05 3.30034205e-05 3.28845696e-05 
3.27663116e-05 3.26486429e-05 3.25315599e-05 3.24150591e-05 3.22991370e-05 
3.21837900e-05 3.20690147e-05 3.19548077e-05 3.18411656e-05 3.17280848e-05 
3.16155621e-05 3.15035942e-05 3.13921776e-05 3.12813091e-05 3.11709853e-05 
3.10612032e-05 3.09519593e-05 3.08432505e-05 3.07350737e-05 3.06274255e-05 
3.05203030e-05 3.04137029e-05 3.03076222e-05 3.02020577e-05 3.00970065e-05 
2.99924654e-05 2.98884316e-05 2.97849018e-05 2.96818733e-05 2.95793430e-05 
2.94773079e-05 2.93757653e-05 2.92747121e-05 2.91741455e-05 2.90740627e-05 
2.89744608e-05 2.88753370e-05 2.87766885e-05 2.86785124e-05 2.85808062e-05 
2.84835669e-05 2.83867919e-05 2.82904785e-05 2.81946240e-05 2.80992258e-05 
2.80042811e-05 2.79097873e-05 2.78157419e-05 2.77221422e-05 2.76289857e-05 
2.75362697e-05 2.74439918e-05 2.73521495e-05 2.72607401e-05 2.71697612e-05 
2.70792104e-05 2.69890852e-05 2.68993831e-05 2.68101017e-05 2.67212386e-05 
2.66327914e-05 2.65447577e-05 2.64571351e-05 2.63699214e-05 2.62831142e-05 
2.61967111e-05 2.61107099e-05 2.60251082e-05 2.59399039e-05 2.58550946e-05 
2.57706781e-05 2.56866522e-05 2.56030147e-05 2.55197633e-05 2.54368959e-05 
2.53544104e-05 2.52723045e-05 2.51905762e-05 2.51092233e-05 2.50282436e-05 
2.49476352e-05 2.48673959e-05 2.47875236e-05 2.47080164e-05 2.46288720e-05 
2.45500886e-05 2.44716641e-05 2.43935965e-05 2.43158838e-05 2.42385241e-05 
2.41615153e-05 2.40848555e-05 2.40085428e-05 2.39325753e-05 2.38569510e-05 
2.37816680e-05 2.37067245e-05 2.36321186e-05 2.35578484e-05 2.34839120e-05 
2.34103077e-05 2.33370335e-05 2.32640877e-05 2.31914685e-05 2.31191740e-05 
2.30472026e-05 2.29755524e-05 2.29042216e-05 2.28332085e-05 2.27625115e-05 
2.26921287e-05 2.26220584e-05 2.25522989e-05 2.24828486e-05 2.24137058e-05 
2.23448688e-05 2.22763358e-05 2.22081054e-05 2.21401758e-05 2.20725454e-05 
2.20052126e-05 2.19381758e-05 2.18714334e-05 2.18049838e-05 2.17388254e-05 
2.16729567e-05 2.16073760e-05 2.15420819e-05 2.14770729e-05 2.14123473e-05 
2.13479036e-05 2.12837404e-05 2.12198562e-05 2.11562494e-05 2.10929186e-05 
2.10298623e-05 2.09670791e-05 2.09045675e-05 2.08423260e-05 2.07803532e-05 
2.07186477e-05 2.06572080e-05 2.05960329e-05 2.05351208e-05 2.04744703e-05 
2.04140802e-05 2.03539489e-05 2.02940752e-05 2.02344577e-05 2.01750951e-05 
2.01159859e-05 2.00571289e-05 1.99985228e-05 1.99401661e-05 1.98820578e-05 
1.98241963e-05 1.97665804e-05 1.97092089e-05 1.96520805e-05 1.95951939e-05 
1.95385479e-05 1.94821411e-05 1.94259724e-05 1.93700404e-05 1.93143441e-05 
1.92588822e-05 1.92036533e-05 1.91486565e-05 1.90938903e-05 1.90393537e-05 
1.89850455e-05 1.89309645e-05 1.88771095e-05 1.88234793e-05 1.87700728e-05 
1.87168889e-05 1.86639264e-05 1.86111842e-05 1.85586610e-05 1.85063560e-05 
1.84542678e-05 1.84023954e-05 1.83507377e-05 1.82992936e-05 1.82480620e-05 
1.81970419e-05 1.81462321e-05 1.80956316e-05 1.80452393e-05 1.79950542e-05 
1.79450752e-05 1.78953013e-05 1.78457314e-05 1.77963646e-05 1.77471997e-05 
1.76982358e-05 1.76494718e-05 1.76009068e-05 1.75525397e-05 1.75043696e-05 
1.74563954e-05 1.74086162e-05 1.73610311e-05 1.73136389e-05 1.72664388e-05 
1.72194299e-05 1.71726110e-05 1.71259814e-05 1.70795401e-05 1.70332860e-05 
1.69872184e-05 1.69413362e-05 1.68956386e-05 1.68501246e-05 1.68047934e-05 
1.67596439e-05 1.67146754e-05 1.66698869e-05 1.66252775e-05 1.65808464e-05 
1.65365927e-05 1.64925155e-05 1.64486139e-05 1.64048870e-05 1.63613341e-05 
1.63179543e-05 1.62747466e-05 1.62317103e-05 1.61888446e-05 1.61461486e-05 
1.61036214e-05 1.60612623e-05 1.60190704e-05 1.59770449e-05 1.59351850e-05 
1.58934900e-05 1.58519589e-05 1.58105910e-05 1.57693856e-05 1.57283417e-05 
2.42808877e-01 2.42809424e-01 2.42809923e-01 2.42810373e-01 2.42810777e-01 
2.42811137e-01 2.42811475e-01 2.42811775e-01 2.42812039e-01 2.42812267e-01 
2.42812461e-01 2.42812622e-01 2.42812753e-01 2.42812855e-01 2.42812930e-01 
2.42812980e-01 2.42813006e-01 2.42813010e-01 2.42812995e-01 2.42812961e-01 
2.42812911e-01 2.42812846e-01 2.42812828e-01 2.42812814e-01 2.42812784e-01 
2.42812738e-01 2.42812680e-01 2.42812608e-01 2.42812526e-01 2.42812434e-01 
2.42812386e-01 2.42812350e-01 2.42812302e-01 2.42812243e-01 2.42812173e-01 
2.42812093e-01 2.42812005e-01 2.42811909e-01 2.42811806e-01 2.42811697e-01 
2.42811582e-01 2.42811462e-01 2.42811339e-01 2.42811211e-01 2.42811081e-01 
2.42810948e-01 2.42810813e-01 2.42810677e-01 2.42810538e-01 2.42810394e-01 
2.42810243e-01 2.42810084e-01 2.42809917e-01 2.42809740e-01 2.42809551e-01 
2.42809347e-01 2.42809126e-01 2.42808884e-01 2.42808617e-01 2.42808322e-01 
2.42807993e-01 2.42807625e-01 2.42807212e-01 2.42806748e-01 2.42804990e-01 
2.42803574e-01 2.42802163e-01 2.42800735e-01 2.42799005e-01 2.42797546e-01 
2.42795704e-01 2.42793813e-01 2.42791838e-01 2.42789421e-01 2.42786968e-01 
2.42784401e-01 2.42781666e-01 2.42778355e-01 2.42775001e-01 2.42771479e-01 
2.42767720e-01 2.42763686e-01 2.42758871e-01 2.42754519e-01 2.42749099e-01 
2.42743595e-01 2.42737793e-01 2.42731617e-01 2.42725031e-01 2.42718013e-01 
2.42710542e-01 2.42702598e-01 2.42694162e-01 2.42685213e-01 2.42675731e-01 
2.42665694e-01 2.42655082e-01 2.42643873e-01 2.42632046e-01 2.42619578e-01 
2.42606448e-01 2.42592633e-01 2.42578111e-01 2.42562859e-01 2.42546994e-01 
2.42531654e-01 2.42513169e-01 2.42495840e-01 2.42476691e-01 2.42456628e-01 
2.42435713e-01 2.42414169e-01 2.42391707e-01 2.42368303e-01 2.42343936e-01 
2.42318580e-01 2.42292213e-01 2.42264810e-01 2.42236348e-01 2.42206807e-01 
2.42176156e-01 2.42144374e-01 2.42111439e-01 2.42077326e-01 2.42042012e-01 
2.42005473e-01 2.41967684e-01 2.41928622e-01 2.41888263e-01 2.41846583e-01 
2.41803560e-01 2.41759165e-01 2.41713377e-01 2.41666171e-01 2.41617524e-01 
2.41567411e-01 2.41515807e-01 2.41462687e-01 2.41408028e-01 2.41351804e-01 
2.41293989e-01 2.41234560e-01 2.41173489e-01 2.41110752e-01 2.41046323e-01 
2.40980175e-01 2.40912281e-01 2.40842616e-01 2.40771152e-01 2.40697860e-01 
2.40622714e-01 2.40545684e-01 2.40466741e-01 2.40385857e-01 2.40303001e-01 
2.40218141e-01 2.40131248e-01 2.40042289e-01 2.39951231e-01 2.39858041e-01 
2.39762684e-01 2.39665127e-01 2.39565331e-01 2.39463262e-01 2.39358880e-01 
2.39252147e-01 2.39143023e-01 2.39031467e-01 2.38917437e-01 2.38800889e-01 
2.38681779e-01 2.38560059e-01 2.38435684e-01 2.38308605e-01 2.38178770e-01 
2.38046128e-01 2.37910626e-01 2.37772209e-01 2.37630819e-01 2.37486400e-01 
2.37338890e-01 2.37188226e-01 2.37034346e-01 2.36877183e-01 2.36716670e-01 
2.36552736e-01 2.36385310e-01 2.36214317e-01 2.36039681e-01 2.35861323e-01 
2.35679163e-01 2.35493117e-01 2.35303099e-01 2.35109021e-01 2.34910793e-01 
2.34708322e-01 2.34501512e-01 2.34290265e-01 2.34074479e-01 2.33854053e-01 
2.33628878e-01 2.33398846e-01 2.33163846e-01 2.32923763e-01 2.32678479e-01 
2.32427875e-01 2.32171826e-01 2.31910209e-01 2.31642892e-01 2.31369745e-01 
2.31090633e-01 2.30805419e-01 2.30513961e-01 2.30216116e-01 2.29911738e-01 
2.29600678e-01 2.29282782e-01 2.28957897e-01 2.28625864e-01 2.28286521e-01 
